Chromosome	Begin	End	Orientation	Symbol
20	57115424	57135988	minus	LOC105372685
20	57158786	57162379	minus	LOC105372686
20	57168753	57266641	minus	BMP7
20	57213696	57215866	plus	BMP7-AS1
20	57266440	57267287	plus	LOC112268270
20	57274358	57329664	minus	LOC105372687
20	57321502	57321591	minus	MIR4325
20	57329803	57343993	plus	SPO11
20	57351255	57379202	plus	RAE1
20	57376240	57382604	minus	LOC124904938
20	57384160	57393056	minus	RBM38-AS1
20	57391396	57409333	plus	RBM38
20	57434661	57439646	minus	LOC124904939
20	57460260	57463226	plus	LOC105372688
20	57495965	57525652	minus	CTCFL
20	57528643	57529900	plus	LOC124904940
20	57546237	57548897	plus	LOC124904941
20	57561110	57568121	plus	PCK1
20	57603852	57620426	minus	ZBP1
20	57648396	57711472	minus	PMEPA1
20	57710183	57712780	plus	NKILA
20	57718674	57729224	plus	LOC105372692
20	57985899	57999562	minus	LOC105372693
20	58003904	58004648	plus	LINC01742
20	58129530	58133827	plus	LOC107987284
20	58129599	58159431	minus	LOC107985434
20	58150902	58161150	plus	CIMIP1
20	58164461	58179679	minus	LOC105372694
20	58216126	58228653	minus	ANKRD60
20	58309715	58367507	plus	RAB22A
20	58389229	58451101	plus	VAPB
20	58459101	58515399	minus	APCDD1L
20	58515379	58619892	plus	APCDD1L-DT
20	58634772	58635738	plus	LINC01711
20	58640123	58649635	minus	LOC107985410
20	58651253	58715844	plus	STX16-NPEPL1
20	58651283	58679526	plus	STX16
20	58689131	58715844	plus	NPEPL1
20	58717595	58719231	plus	LOC124904942
20	58773425	58774811	plus	LOC105372695
20	58817615	58817694	minus	MIR296
20	58818226	58818313	minus	MIR298
20	58818918	58850902	minus	GNAS-AS1
20	58839748	58911192	plus	GNAS
20	58863756	58888810	minus	LOC101927932
20	58944946	58967854	minus	LOC107985382
20	58981256	58995113	plus	NELFCD
20	58995185	59007254	minus	CTSZ
20	59016438	59026654	plus	TUBB1
20	59025475	59032335	minus	ATP5F1E
20	59028678	59042846	minus	SLMO2-ATP5E
20	59033145	59042786	minus	PRELID3B
20	59063450	59064206	plus	LOC124904943
20	59123388	59259113	plus	ZNF831
20	59300611	59325992	plus	EDN3
20	59577509	59847711	plus	PHACTR3
20	59626464	59628289	minus	PHACTR3-AS1
20	59863571	59933637	minus	SYCP2
20	59933779	59948680	plus	FAM217B
20	59936663	59940305	minus	PPP1R3D
20	59958423	60035934	plus	CDH26
20	60055925	60072953	plus	LINC02910
20	60087686	60101387	plus	LOC729296
20	60138492	60322256	plus	MIR646HG
20	60255791	60287274	plus	LOC105372698
20	60308474	60308567	plus	MIR646
20	60332692	60344117	minus	LOC105372697
20	60469609	60472976	minus	LOC101928048
20	60473130	60485858	plus	LOC124904944
20	60478111	60478181	plus	MIR4533
20	60549284	60555660	plus	LOC124904945
20	60564562	60564625	plus	MIR548AG2
20	60750432	60775630	plus	LOC105372699
20	60804498	60809373	plus	LOC105372700
20	61079064	61080179	plus	LINC01718
20	61179144	61185188	plus	LOC105372701
20	61252261	61940617	plus	CDH4
20	61433064	61437425	minus	LOC105372703
20	61717506	61719748	minus	LOC100128310
20	61953546	61953662	minus	MIR1257
20	61974798	62065881	minus	TAF4
20	62000728	62002628	minus	LOC105372704
20	62064802	62064885	plus	MIR3195
20	62066454	62068535	plus	LOC105372705
20	62101143	62123684	minus	LOC105372706
20	62122475	62135374	plus	LSM14B
20	62136733	62143394	minus	PSMA7
20	62143769	62182514	plus	SS18L1
20	62183028	62203568	plus	MTG2
20	62214960	62220278	minus	HRH3
20	62228243	62236301	plus	LOC105369209
20	62238521	62296183	plus	OSBPL2
20	62302896	62308862	plus	ADRM1
20	62309065	62367312	minus	LAMA5
20	62332487	62332557	minus	MIR4758
20	62339974	62348303	plus	LOC124904946
20	62353010	62356480	plus	LAMA5-AS1
20	62373815	62378827	minus	LOC105372708
20	62386303	62386989	minus	RPS21-DT
20	62387103	62388520	plus	RPS21
20	62388634	62407285	minus	CABLES2
20	62402232	62406894	minus	LOC105372709
20	62410237	62427539	minus	RBBP8NL
20	62427830	62431509	plus	LOC105372710
20	62463497	62475995	minus	GATA5
20	62480452	62491198	plus	LOC105372711
20	62494825	62496014	minus	LOC124904947
20	62534008	62536708	plus	LOC105376995
20	62543070	62551561	minus	CRMA
20	62550453	62570764	plus	MIR1-1HG
20	62554306	62554376	plus	MIR1-1
20	62564912	62565013	plus	MIR133A2
20	62594265	62603441	minus	LINC02970
20	62632446	62635914	minus	LOC124904948
20	62637645	62642337	minus	LOC124904949
20	62642503	62690740	plus	SLCO4A1
20	62648961	62652186	minus	SLCO4A1-AS2
20	62663027	62666621	minus	SLCO4A1-AS1
20	62708836	62762771	plus	NTSR1
20	62774121	62776856	minus	LINC00659
20	62783218	62794281	minus	LOC105372716
20	62796473	62801729	plus	MRGBP
20	62800627	62805587	minus	OGFR-AS1
20	62804835	62814000	plus	OGFR
20	62816213	62841159	plus	COL9A3
20	62841005	62861822	minus	TCFL5
20	62861435	62878966	plus	LOC105372717
20	62877743	62937904	minus	DIDO1
20	62882806	62882903	minus	SNORA117
20	62938147	62948475	plus	GID8
20	62952709	62969585	plus	SLC17A9
20	63005927	63006964	minus	BHLHE23
20	63025416	63027756	minus	LOC105372718
20	63034217	63037028	minus	LINC00029
20	63038011	63053863	plus	LINC01056
20	63079992	63085943	plus	LINC01749
20	63095493	63102319	minus	HAR1B
20	63101292	63104386	plus	HAR1A
20	63116236	63121953	plus	LOC105372719
20	63125280	63130276	minus	LOC105376996
20	63162850	63167410	minus	LOC124904952
20	63178500	63178586	plus	MIR124-3
20	63195429	63216131	minus	YTHDF1
20	63235905	63240495	plus	BIRC7
20	63238779	63238842	plus	MIR3196
20	63240784	63254921	minus	NKAIN4
20	63242661	63249334	plus	LOC124904950
20	63253978	63261615	plus	FLJ16779
20	63272813	63289790	plus	ARFGAP1
20	63286808	63286866	plus	MIR4326
20	63293186	63334806	plus	COL20A1
20	63343223	63361349	minus	CHRNA4
20	63359988	63371177	plus	LOC100130587
20	63376315	63381890	minus	LOC124904953
20	63400208	63472655	minus	KCNQ2
20	63411265	63413350	plus	LOC105372724
20	63435346	63436091	plus	LOC105372721
20	63448441	63449390	plus	KCNQ2-AS1
20	63488014	63499083	minus	EEF1A2
20	63498282	63501468	plus	LOC124904955
20	63502058	63505732	plus	LOC105372725
20	63517258	63520673	minus	LOC102723814
20	63520741	63522206	plus	PPDPF
20	63528001	63537376	minus	PTK6
20	63538489	63547749	minus	SRMS
20	63553020	63556708	plus	FNDC11
20	63558086	63574239	minus	HELZ2
20	63587605	63627101	minus	GMEB2
20	63627235	63628824	plus	MHENCR
20	63639712	63653424	minus	STMN3
20	63657810	63698698	plus	RTEL1-TNFRSF6B
20	63657810	63696253	plus	RTEL1
20	63671356	63678375	minus	LOC124904954
20	63696652	63698684	plus	TNFRSF6B
20	63698647	63707976	minus	ARFRP1
20	63707442	63736142	plus	ZGPAT
20	63735701	63739103	plus	LIME1
20	63739776	63744050	plus	SLC2A4RG
20	63743670	63833895	minus	ZBTB46
20	63743825	63745951	plus	ZBTB46-AS2
20	63770472	63772049	minus	LOC124904956
20	63808076	63823015	plus	ZBTB46-AS1
20	63843262	63848312	minus	C20orf181
20	63861215	63865073	minus	LOC112268269
20	63861498	63862988	plus	ABHD16B
20	63865270	63891538	plus	TPD52L2
20	63895126	63936011	plus	DNAJC5
20	63917759	63920435	plus	LOC124904951
20	63919449	63919520	plus	MIR941-1
20	63919505	63919576	plus	MIR941-2
20	63919561	63919632	plus	MIR941-3
20	63919756	63919827	plus	MIR941-4
20	63919868	63919939	plus	MIR941-5
20	63939829	63956416	minus	UCKL1
20	63941465	63941544	minus	MIR1914
20	63942631	63942726	minus	MIR647
20	63953384	63956985	plus	UCKL1-AS1
20	63956704	63969930	minus	ZNF512B
20	63974116	63980144	minus	SAMD10
20	63981132	64033100	plus	PRPF6
20	64033709	64039001	plus	C20orf204
20	64047582	64049639	minus	SOX18
20	64055596	64072347	plus	TCEA2
20	64073181	64079964	minus	RGS19
20	64076955	64077010	minus	MIR6813
20	64080082	64100643	plus	OPRL1
20	64083376	64084953	minus	LKAAEAR1
20	64103802	64107565	minus	NPBWR2
20	64139882	64143682	minus	LOC105372727
20	64164452	64242253	plus	MYT1
20	64255748	64276226	plus	PCMTD2
20	64269899	64272490	plus	LOC124904957
21	5010454	5013683	minus	LOC105379484
21	5012364	5017158	plus	LOC124905051
21	5022531	5046683	plus	LOC102723996
21	5053556	5060838	minus	LOC124905052
21	5056382	5063356	plus	LOC124900468
21	5083817	5086730	minus	LOC107987292
21	5086657	5088060	plus	CH507-9B2.8
21	5100526	5104455	plus	LOC101928576
21	5116341	5128369	minus	LOC102724023
21	5130871	5154658	minus	LOC102724159
21	5155774	5165464	minus	LOC102724200
21	5499023	5502575	minus	LINC01670
21	5506972	5509721	plus	LOC105379488
21	5553637	5592004	plus	LINC03104
21	5703477	5710172	minus	LOC124904990
21	5972947	5973385	minus	LOC102724334
21	6059029	6076305	plus	LOC102724354
21	6070758	6073179	minus	LOC102724370
21	6084364	6088242	minus	CH507-42P11.6
21	6111131	6123778	plus	LOC102724428
21	6133062	6135752	minus	LOC107987288
21	6142327	6149671	plus	LOC124905049
21	6228966	6670731	minus	LOC102724701
21	6353997	6360629	plus	CH507-145C22.1
21	6444869	6468621	minus	LOC102724560
21	6484623	6499248	minus	LOC102724594
21	6499203	6564489	plus	LOC102724652
21	6532207	6532776	minus	LOC106780825
21	6858450	6901489	plus	LOC110091777
21	6859171	6859256	plus	MIR8069-1
21	6986241	6997774	minus	LOC105379499
21	7048859	7087230	plus	LOC102724843
21	7135629	7142324	minus	LOC124904989
21	7383973	7386722	plus	LOC105379502
21	7430668	7469008	plus	LINC03105
21	7614306	7621297	plus	LOC124904991
21	7669397	7692201	minus	LOC102723360
21	7744951	7772245	plus	LOC102723553
21	7769588	7770548	minus	LOC102723451
21	7772829	7786307	plus	LOC105379504
21	7784487	7793939	minus	LOC107983987
21	7816677	7829632	minus	LOC102723475
21	7826098	7826225	minus	LOC124900474
21	7854003	7857007	minus	LOC105379505
21	8101546	8108241	minus	LOC124904992
21	8195738	8202079	plus	LOC124904993
21	8205315	8205406	plus	MIR6724-1
21	8205988	8219302	plus	RNA45SN2
21	8208473	8208652	plus	MIR3648-1
21	8209631	8211499	plus	RNA18SN2
21	8212571	8212727	plus	RNA5-8SN2
21	8213888	8218941	plus	RNA28SN2
21	8249505	8249596	plus	MIR6724-2
21	8388362	8388453	plus	MIR6724-3
21	8389035	8402343	plus	RNA45SN3
21	8392666	8394534	plus	RNA18SN3
21	8395606	8395762	plus	RNA5-8SN3
21	8396926	8401980	plus	RNA28SN3
21	8432530	8432621	plus	MIR6724-4
21	8433222	8446572	plus	RNA45SN1
21	8436324	8436374	plus	MIR10396B
21	8436876	8438744	plus	RNA18SN1
21	8439822	8439978	plus	RNA5-8SN1
21	8441146	8446211	plus	RNA28SN1
21	8759079	8805958	plus	LINC01666
21	8760921	8763383	minus	LOC124904994
21	8833404	8836419	minus	LOC124904996
21	8986999	8987178	plus	MIR3648-2
21	8987617	8987665	plus	MIR10396A
21	9045567	9063967	plus	LOC101927615
21	9325048	9369212	plus	LOC101930100
21	9360009	9376777	minus	LOC101927345
21	9662189	9679905	plus	LOC105379514
21	9764151	9765026	minus	LOC124904997
21	9781848	9821061	minus	LINC01667
21	9972474	9986333	minus	LOC105372734
21	9996066	10119490	minus	LOC105372733
21	10521583	10605716	plus	TPTE
21	13406384	13406460	minus	MIR3156-3
21	13546033	13558461	plus	LINC01674
21	13609777	13645823	plus	POTED
21	13644775	13644850	minus	MIR3118-1
21	13705881	13713853	plus	LOC107985482
21	13723504	13753242	plus	LOC112268283
21	13724189	13724274	plus	MIR8069
21	14027432	14089618	plus	LOC105377134
21	14108812	14210955	minus	LIPI
21	14216157	14228372	plus	RBM11
21	14371115	14383146	minus	HSPA13
21	14382766	14393537	plus	LOC105369304
21	14477329	14538528	plus	LOC124905053
21	14485228	14659417	minus	SAMSN1
21	14582202	14598303	plus	SAMSN1-AS1
21	14676685	14678599	minus	LOC105372738
21	14743162	14744489	minus	LOC124905054
21	14816838	14918668	minus	ASMER1
21	14961235	15065936	minus	NRIP1
21	15067070	15067837	plus	LINC02920
21	15105119	15138607	minus	LOC107985483
21	15185055	15190506	plus	LOC124905047
21	15263421	15283727	minus	LOC105369292
21	15368950	15444656	minus	LOC101927745
21	15422984	15425959	plus	LOC124905055
21	15522872	15627260	minus	LOC105369302
21	15563260	15566124	plus	LOC124905056
21	15708659	15708767	plus	LOC124905073
21	15729982	15880064	plus	USP25
21	16070488	16631727	plus	MIR99AHG
21	16284696	16284768	minus	SNORD74B
21	16539089	16539169	plus	MIR99A
21	16539828	16539911	plus	MIRLET7C
21	16590237	16590325	plus	MIR125B2
21	16885380	16889420	minus	LOC124904998
21	17009986	17015428	minus	LOC105372740
21	17191574	17271161	plus	LOC107985511
21	17438890	17449185	plus	LINC01549
21	17454789	17454859	minus	TRG-GCC1-5
21	17513043	17636262	plus	CXADR
21	17593653	17612901	minus	BTG3
21	17611686	17614114	plus	BTG3-AS1
21	17659276	17674419	minus	LOC124904999
21	17745295	17891124	plus	LOC124900465
21	17777404	17792509	minus	C21orf91-OT1
21	17788974	17819356	minus	C21orf91
21	17835672	17885608	minus	CHODL-AS1
21	17917340	18267370	plus	CHODL
21	17929089	17931208	minus	LOC124905000
21	18269116	18485884	minus	TMPRSS15
21	18561265	18759812	minus	MIR548XHG
21	18686090	18686164	minus	MIR548X
21	19128637	19134175	plus	LOC107985490
21	19276639	19284712	minus	LOC124905048
21	19893279	19899755	minus	LINC01683
21	19899784	20022665	plus	LOC105372745
21	20256862	20258685	minus	LINC02573
21	20742590	20803108	minus	LINC00320
21	20926978	20927845	minus	LOC124905057
21	20998409	21543329	plus	NCAM2
21	21723293	21737319	minus	LINC00317
21	21746985	21797415	plus	LINC01425
21	22009158	22098459	minus	LINC01687
21	22098617	22116528	plus	LINC00308
21	22209920	22403096	plus	LOC107985508
21	22555182	22560576	plus	LOC107985494
21	23079284	23079392	plus	MIR6130
21	23361104	23384835	minus	D21S2088E
21	23409127	23433312	plus	LOC105372747
21	23413893	23423676	minus	LOC107985512
21	23704243	23709345	plus	LOC105372749
21	23812617	23876400	plus	LOC105372750
21	24304550	24321377	minus	LINC01689
21	24428740	24547942	plus	LINC01684
21	24840550	25057746	plus	LINC01692
21	24987065	24993055	minus	LOC107985516
21	25385820	25431701	minus	LINC00158
21	25446497	25518848	minus	LOC105372753
21	25562145	25575168	plus	MIR155HG
21	25573980	25574044	plus	MIR155
21	25582775	25583224	minus	LINC00515
21	25585656	25607859	minus	MRPL39
21	25639258	25717562	plus	JAM2
21	25642848	25654637	minus	LOC124905001
21	25696518	25720501	minus	LOC124905002
21	25724500	25735653	minus	ATP5PF
21	25734972	25772460	plus	GABPA
21	25800151	25806993	minus	LOC105372757
21	25862346	25865839	plus	LOC105372756
21	25880550	26171128	minus	APP
21	26122706	26157139	minus	LOC124900466
21	26170867	26217384	plus	APP-DT
21	26393635	26569252	plus	CYYR1-AS1
21	26432006	26437479	minus	LOC105372758
21	26458259	26471698	plus	LOC107985474
21	26466216	26573286	minus	CYYR1
21	26835755	26845409	minus	ADAMTS1
21	26854894	26910400	plus	LOC105372760
21	26917922	26967088	minus	ADAMTS5
21	26953961	26954043	plus	MIR4759
21	26966656	26971995	minus	LOC124905050
21	27173695	27351345	minus	LOC102724355
21	27204507	27232834	plus	LOC105372759
21	27355192	27364532	minus	LOC124905003
21	27393818	27448640	minus	LOC105372762
21	27638618	27675030	plus	LINC01673
21	27722379	27751233	plus	LINC00113
21	28013363	28023209	plus	LINC00314
21	28048414	28137609	plus	LINC01697
21	28116094	28228667	minus	LINC01695
21	28539318	28540355	plus	LINC00161
21	28575598	28885367	minus	N6AMT1
21	28918995	28924701	minus	LOC124905004
21	28928144	28992877	minus	LTN1
21	28993103	28994181	plus	LOC105372766
21	29004384	29019349	minus	RWDD2B
21	29017586	29021328	plus	LOC124905005
21	29024668	29054488	plus	USP16
21	29056326	29073648	minus	CCT8
21	29077114	29175887	plus	MAP3K7CL
21	29178095	29184802	plus	LOC105372767
21	29180425	29180639	minus	LOC124905065
21	29193494	29288205	plus	LINC00189
21	29283549	29288080	minus	LOC124905007
21	29296178	29298736	minus	LOC105369299
21	29298922	29361894	plus	BACH1
21	29372501	29373980	plus	BACH1-IT2
21	29389387	29389490	minus	LOC124905071
21	29434289	29473683	plus	LOC107985486
21	29492897	29495921	minus	LOC105372770
21	29496047	29500386	plus	BACH1-IT3
21	29536933	29939996	minus	GRIK1
21	29555297	29560341	plus	LOC124905006
21	29561650	29577329	plus	LOC105372768
21	29596040	29630747	plus	GRIK1-AS2
21	29748175	29764006	plus	GRIK1-AS1
21	30165565	30166805	minus	CLDN17
21	30209151	30211783	minus	LINC00307
21	30214006	30216097	minus	CLDN8
21	30281309	30282950	minus	KRTAP24-1
21	30289145	30289514	minus	KRTAP25-1
21	30319124	30320315	minus	KRTAP26-1
21	30337013	30337694	minus	KRTAP27-1
21	30348399	30348606	minus	KRTAP23-1
21	30371390	30372271	minus	KRTAP13-2
21	30375294	30375378	minus	MIR4327
21	30393216	30475708	minus	LOC105372772
21	30396031	30396822	plus	KRTAP13-1
21	30425380	30425926	minus	KRTAP13-3
21	30430220	30431026	plus	KRTAP13-4
21	30440275	30440869	plus	KRTAP15-1
21	30479706	30480367	minus	KRTAP19-1
21	30487043	30487436	minus	KRTAP19-2
21	30491462	30492013	minus	KRTAP19-3
21	30496824	30497165	minus	KRTAP19-4
21	30501657	30502141	minus	KRTAP19-5
21	30541535	30541864	minus	KRTAP19-6
21	30560875	30561314	minus	KRTAP19-7
21	30590105	30590397	minus	KRTAP22-2
21	30592440	30593055	plus	KRTAP6-3
21	30598590	30598902	minus	KRTAP6-2
21	30601087	30601382	plus	KRTAP22-1
21	30613431	30613930	minus	KRTAP6-1
21	30616425	30616699	plus	KRTAP20-1
21	30620627	30620850	plus	KRTAP20-4
21	30635206	30635619	plus	KRTAP20-2
21	30642864	30643136	plus	KRTAP20-3
21	30704113	30725746	minus	LOC105372773
21	30718525	30718777	minus	KRTAP21-3
21	30746794	30747259	minus	KRTAP21-2
21	30755015	30755428	minus	KRTAP21-1
21	30812697	30813274	minus	KRTAP8-1
21	30829039	30829759	minus	KRTAP7-1
21	30880644	30881580	minus	KRTAP11-1
21	30985656	31004811	minus	LOC105372776
21	31014384	31019190	minus	LOC105372775
21	31030095	31036268	plus	LOC105372774
21	31038159	31038476	minus	KRTAP19-8
21	31118418	31559087	minus	TIAM1
21	31255420	31262458	plus	LOC105372777
21	31559233	31560487	plus	TIAM1-AS1
21	31589009	31598759	minus	LOC107985488
21	31653587	31660024	minus	SOD1-DT
21	31659693	31668931	plus	SOD1
21	31664306	31664482	plus	LOC124900469
21	31671000	31732118	minus	SCAF4
21	31732271	31745788	plus	LOC124905008
21	31873020	32004064	plus	HUNK
21	32080481	32086295	minus	LINC00159
21	32154682	32279049	minus	MIS18A
21	32279205	32280999	plus	MIS18A-AS1
21	32291813	32314784	plus	MRAP
21	32291905	32298770	minus	LOC124905009
21	32306464	32308735	minus	MRAP-AS1
21	32311018	32393012	minus	URB1
21	32377187	32377322	minus	SNORA80A
21	32393133	32393960	plus	URB1-AS1
21	32411723	32515387	plus	EVA1C
21	32563492	32612377	minus	CFAP298-TCP10L
21	32573721	32585523	minus	TCP10L
21	32599354	32612377	minus	CFAP298
21	32628759	32728394	minus	SYNJ1
21	32661228	32664716	plus	LOC124905011
21	32728114	32743122	plus	PAXBP1-AS1
21	32733899	32771755	minus	PAXBP1
21	32751254	32758688	plus	LOC124905010
21	32772100	32797707	plus	EPCIP-AS1
21	32790673	32813703	minus	EPCIP
21	32841861	32841995	minus	LOC124900470
21	32844356	32850006	minus	LOC124905012
21	32879704	32932135	plus	LOC105377136
21	32958888	32960566	plus	LINC01690
21	33025935	33029185	plus	OLIG2
21	33057829	33065079	plus	LINC00945
21	33070141	33072413	plus	OLIG1
21	33111704	33123700	minus	LOC101928107
21	33165470	33170236	minus	LINC01548
21	33172941	33195517	minus	LOC105372787
21	33229938	33297221	plus	IFNAR2-IL10RB
21	33229938	33265664	plus	IFNAR2
21	33265632	33266260	minus	IL10RB-DT
21	33266367	33310182	plus	IL10RB
21	33324395	33359864	plus	IFNAR1
21	33402882	33437516	plus	IFNGR2
21	33432486	33479974	minus	TMEM50B
21	33488055	33491716	minus	DNAJC28
21	33503931	33542893	minus	GART
21	33543038	33577481	plus	SON
21	33550662	33550728	plus	MIR6501
21	33577551	33588684	minus	DONSON
21	33589341	33641741	minus	CRYZL1
21	33642501	33899861	plus	ITSN1
21	33903453	33915804	minus	ATP5PO
21	33931122	33971186	plus	LINC00649
21	33967101	33968464	minus	LOC124905013
21	33976382	33977691	plus	LOC101928126
21	33982836	34051948	plus	LOC105372790
21	34015945	34019036	minus	LOC105372789
21	34073578	34143030	plus	MRPS6
21	34073578	34106260	plus	SLC5A3
21	34180677	34189919	plus	LINC00310
21	34353006	34375362	minus	LOC105372791
21	34364006	34371381	plus	KCNE2
21	34375507	34389151	plus	SMIM11
21	34400112	34401072	minus	C21orf140
21	34403353	34426018	plus	LOC105372793
21	34414499	34423951	minus	SMIM34
21	34446688	34512210	minus	KCNE1
21	34456110	34456237	minus	LOC124900475
21	34516442	34615113	minus	RCAN1
21	34668994	34718223	plus	CLIC6
21	34723807	34737182	minus	LINC00160
21	34726837	34743938	plus	LOC107985515
21	34745825	34784886	plus	LINC01426
21	34787801	35049302	minus	RUNX1
21	34836313	34885052	plus	RUNX1-AS1
21	35037925	35039426	minus	RUNX1-IT1
21	35211645	35227175	minus	LOC124905015
21	35372507	35580764	minus	LOC100506403
21	35720715	35720808	plus	MIR802
21	35954660	36004667	minus	LOC101928269
21	36005320	36008295	plus	LINC01436
21	36034541	36060526	minus	SETD4
21	36060604	36064676	plus	SETD4-AS1
21	36069642	36126640	minus	CBR1-AS1
21	36070024	36073164	plus	CBR1
21	36104881	36109690	plus	LOC105369306
21	36131767	36156308	minus	CBR3-AS1
21	36135079	36146562	plus	CBR3
21	36156824	36294274	plus	DOP1B
21	36183964	36185157	plus	LOC124905016
21	36258426	36258531	minus	LOC124905072
21	36320197	36376632	plus	MORC3
21	36385392	36419015	plus	CHAF1B
21	36430325	36498526	plus	CLDN14-AS1
21	36460621	36576569	minus	CLDN14
21	36632681	36698991	minus	LOC105369308
21	36699115	36749917	plus	SIM2
21	36700516	36709131	plus	LOC107985492
21	36748625	36990211	minus	HLCS
21	36777887	36813696	plus	LOC105369305
21	36966459	36975168	plus	HLCS-AS1
21	37006150	37019662	plus	RIPPLY3
21	37036536	37042105	minus	LOC124905017
21	37065364	37073071	minus	PIGP
21	37073254	37203118	plus	TTC3
21	37187612	37193926	minus	TTC3-AS1
21	37208503	37221736	plus	DSCR9
21	37223420	37268108	minus	VPS26C
21	37293661	37296532	plus	LOC124905018
21	37341405	37344214	minus	LOC124905019
21	37365573	37526358	plus	DYRK1A
21	37479033	37490045	minus	LOC105372797
21	37518636	37740702	plus	KCNJ6-AS1
21	37560019	37570522	plus	LOC105372798
21	37607373	37916457	minus	KCNJ6
21	37751537	37760512	plus	LOC101928368
21	38054011	38121360	minus	DSCR4
21	38121451	38156511	plus	DSCR8
21	38156940	38171700	plus	LOC124905020
21	38187457	38187562	minus	LOC124905070
21	38206156	38208644	plus	DSCR10
21	38229926	38307357	plus	KCNJ15
21	38252191	38255654	minus	LOC105372801
21	38326359	38346076	minus	LINC01423
21	38352107	38355934	plus	LOC107985513
21	38367261	38661783	minus	ERG
21	38503818	38543599	plus	LOC105372802
21	38739021	38773477	minus	LINC00114
21	38784052	38789138	plus	LOC107985480
21	38805183	38824955	plus	ETS2
21	38857539	38858862	plus	LOC101928398
21	38877291	38938429	minus	ETS2-AS1
21	38974429	38977774	minus	LINC01700
21	38985351	39019256	minus	LINC02940
21	39028524	39084533	minus	LINC02943
21	39174769	39183514	minus	PSMG1
21	39184176	39321212	minus	BRWD1
21	39313907	39314915	plus	BRWD1-AS2
21	39315707	39323218	plus	BRWD1-AS1
21	39342315	39349088	minus	HMGN1
21	39345351	39345457	minus	LOC124905074
21	39349974	39370894	plus	LOC105372804
21	39380326	39515504	plus	GET1-SH3BGR
21	39380326	39428528	plus	GET1
21	39405728	39445778	minus	LCA5L
21	39445865	39515506	plus	SH3BGR
21	39447010	39447069	plus	MIR6508
21	39597147	39612822	minus	B3GALT5-AS1
21	39612940	39673137	plus	B3GALT5
21	39711113	39722032	minus	LOC107985499
21	39711771	39802081	plus	IGSF5
21	39779204	39788489	minus	LOC107985500
21	39867438	39929392	plus	PCP4
21	40010999	40847158	minus	DSCAM
21	40212352	40212431	minus	MIR4760
21	40383083	40385358	plus	DSCAM-AS1
21	40415602	40421214	plus	LOC105369294
21	40513144	40513279	plus	LOC124900473
21	40618507	40630767	minus	DSCAM-IT1
21	41141500	41148064	minus	LINC00323
21	41167557	41167629	plus	MIR3197
21	41168160	41282530	plus	BACE2
21	41175231	41185239	minus	PLAC4
21	41304242	41357727	plus	FAM3B
21	41362027	41409393	plus	MX2
21	41420558	41459214	plus	MX1
21	41464305	41508158	minus	TMPRSS2
21	41529791	41531118	minus	LOC124905021
21	41539206	41539326	plus	LOC124900472
21	41552804	41581344	minus	LOC105372809
21	41580475	41582887	plus	PCSEAT
21	41637881	41641787	plus	LOC105372812
21	41665664	41668279	minus	LOC107985478
21	41668949	41672656	plus	LOC105372813
21	41679302	41697336	plus	LINC00111
21	41711520	41715775	minus	LINC00479
21	41716436	41717582	plus	LINC00112
21	41739373	41767052	minus	RIPK4
21	41746772	41746841	minus	MIR6814
21	41767167	41774864	plus	LOC102724800
21	41798225	41879344	minus	PRDM15
21	41885112	41954018	minus	C2CD2
21	41948105	41948282	minus	SNORA91
21	41986831	42010360	minus	ZBTB21
21	42009194	42024920	plus	ZNF295-AS1
21	42040659	42055129	plus	LOC107985502
21	42062877	42142996	plus	UMODL1
21	42102134	42108534	minus	UMODL1-AS1
21	42199689	42297244	plus	ABCG1
21	42209383	42220270	minus	LOC105372814
21	42311667	42315409	minus	TFF3
21	42346357	42350994	minus	TFF2
21	42352293	42365112	plus	LOC105372815
21	42362282	42366535	minus	TFF1
21	42371890	42396052	minus	TMPRSS3
21	42403902	42447684	plus	UBASH3A
21	42472486	42496224	minus	RSPH1
21	42496539	42497443	plus	RSPH1-DT
21	42499622	42581426	plus	SLC37A1
21	42525600	42534652	minus	LOC107987299
21	42573084	42573810	minus	LOC101928212
21	42599404	42615095	minus	LINC01671
21	42647159	42653658	minus	LOC101928255
21	42653621	42775509	plus	PDE9A
21	42733593	42741757	minus	PDE9A-AS1
21	42775452	42776811	minus	LOC107985504
21	42777819	42779994	minus	LINC01668
21	42843094	42892998	minus	WDR4
21	42879712	42887732	plus	LOC105372817
21	42893309	42913299	plus	NDUFV3
21	42916803	42925630	minus	ERVH48-1
21	42932227	42936965	plus	LOC124905022
21	42944789	42955812	minus	LOC124905023
21	42950928	42951014	minus	MIR5692B
21	42964638	42965519	minus	LOC124905024
21	42974562	43033931	plus	PKNOX1
21	43053191	43076873	minus	CBS
21	43092956	43107578	minus	U2AF1
21	43107690	43150944	plus	LOC101928369
21	43140523	43141092	minus	FRGCA
21	43152847	43171582	minus	LOC107987300
21	43169008	43172810	plus	CRYAA
21	43176218	43185069	plus	LOC105372821
21	43190566	43191617	plus	LOC124905025
21	43311045	43314142	minus	LOC124905026
21	43322209	43332039	minus	LINC00322
21	43328219	43329865	minus	LOC124905027
21	43358055	43362349	minus	LINC01679
21	43388599	43399644	minus	LINC03039
